Date,Open,High,Low,Close,Volume
21-05-2008,894.55,926,869.8,901.35,2516620
22-05-2008,897.8,914.95,868.05,884.4,1339876
23-05-2008,890,904,846,853.65,691813
26-05-2008,848.45,905.4,829,887.45,1011808
27-05-2008,909.9,926,860.4,873.05,1280280
28-05-2008,873,883,835,841,617676
29-05-2008,851.15,867.9,829.15,834.85,447906
30-05-2008,843.1,847.7,760,790.4,851156
02-06-2008,795.5,827,760.05,765.8,849170
03-06-2008,741,769.9,733.35,739.4,532850
04-06-2008,742,755.7,692.25,702.2,383088
05-06-2008,701,708.9,635.1,657.55,715963
06-06-2008,669.9,681.25,635,639.6,568394
09-06-2008,620,626,591.3,612.6,461334
10-06-2008,599.2,618.85,580,589.25,517227
11-06-2008,598,631.4,595.2,607.1,768360
12-06-2008,597.9,604.4,570,593.5,506097
13-06-2008,593.5,614.9,592.2,600.3,511556
16-06-2008,610,639.8,606.05,620.9,962136
17-06-2008,621,634.75,612,630.6,346842
18-06-2008,630.6,659,625.2,628.9,694398
19-06-2008,618,654,611.55,649.15,749162
20-06-2008,653.85,660.9,620,624.25,716333
23-06-2008,620,620,562.05,571.05,839833
24-06-2008,573.55,590,563.95,568.7,673358
25-06-2008,560,563,541.1,549.7,652878
26-06-2008,586,586,525,528.45,658769
27-06-2008,505,513.85,488.35,496,680667
30-06-2008,496,510.1,488.8,494.15,382763
01-07-2008,500,505,475,478.15,265866
02-07-2008,439,509.95,388.1,481.3,1975470
03-07-2008,471,472,424,443.35,1008223
04-07-2008,449,459.9,433.1,450.4,531265
07-07-2008,455.5,494,455.5,467.35,544362
08-07-2008,457,478.9,425,459.45,597851
09-07-2008,479,551.35,471,551.35,2351043
10-07-2008,560,602.95,560,567.75,3422840
11-07-2008,570,580,538.15,546.35,937650
14-07-2008,540,572,528.35,534.9,1110512
15-07-2008,530,531,485,488,832634
16-07-2008,475,506,470.1,478.2,739517
17-07-2008,499,505,463,478.75,601137
18-07-2008,485,493.4,461,467.4,861368
21-07-2008,470,488.8,460,476.35,682113
22-07-2008,485,525.9,475,516.45,1505465
23-07-2008,539.95,568.8,539.95,553.55,889636
24-07-2008,563.3,593,555.05,584.6,1134530
25-07-2008,575,610.9,551.15,587.8,1464874
28-07-2008,580,606.95,580,588.45,746465
29-07-2008,580,617,540.1,554.7,2243341
30-07-2008,570,585,555.05,563.9,1003847
31-07-2008,571,585,565,578,715753
01-08-2008,570,584,555.55,576.25,658570
04-08-2008,576,597.9,571.15,585.05,527239
05-08-2008,585.05,600,580,587,522809
06-08-2008,600.5,605.4,570,576.65,494133
07-08-2008,576.65,590,571.3,573.75,510311
08-08-2008,570,590.7,565,581.55,565925
11-08-2008,590,602,584.25,591,505730
12-08-2008,592,633.5,591.05,626.5,2196252
13-08-2008,620,637,607,614.75,823967
14-08-2008,615,618.95,565.25,572.3,524090
18-08-2008,575.1,588.8,566,573.75,267398
19-08-2008,574,579.4,559.05,568.9,198592
20-08-2008,572,584,572,580.15,219629
21-08-2008,580,581,562,564.35,198200
22-08-2008,565,579.5,560,575.9,257000
25-08-2008,589.8,596.3,579,582.2,413765
26-08-2008,575.25,578,566,568.65,205317
27-08-2008,574,576.5,557.1,560.8,187926
28-08-2008,551.65,574.9,551.65,557.55,310199
29-08-2008,567,581,567,577.25,280056
01-09-2008,574.9,595,570.3,591.05,559722
02-09-2008,595.1,604.8,586.25,590.65,498792
04-09-2008,586,591,578,583.8,173765
05-09-2008,575,584.7,568.2,570.75,192519
08-09-2008,588.8,594,576.9,580.15,225668
09-09-2008,580,585.8,575,580.45,181819
10-09-2008,576,602,575.05,589.65,517234
11-09-2008,583,596.8,575.35,579.6,280981
12-09-2008,581,584.95,558.05,562.75,170293
15-09-2008,550,555,510.1,535.75,314196
16-09-2008,530.25,544.5,515.4,538.35,220585
17-09-2008,544.95,545.8,484,493.65,324750
18-09-2008,476,476,445,454.75,665699
19-09-2008,499.95,499.95,452,456.4,626712
22-09-2008,461,477.65,439,443.85,728653
23-09-2008,439,454.9,421,442.55,412444
24-09-2008,453,453,441.05,446.9,384977
25-09-2008,448,449,438,439.95,142088
26-09-2008,429.5,441.9,429,430.95,198455
29-09-2008,435,445,407.05,422.85,347497
30-09-2008,400,436,392.55,431.65,357373
01-10-2008,433.8,440,426,434.1,292413
03-10-2008,434,439.85,422.4,431.85,282657
06-10-2008,425,433,407.05,412.15,234652
07-10-2008,410,472,405.1,415.25,647919
08-10-2008,400,409.95,381.1,396.75,560925
10-10-2008,379.7,388,325.05,349.4,513928
13-10-2008,352.05,387.5,350.1,380.1,323950
14-10-2008,400,412,387,398.7,333421
15-10-2008,382,393,373,380.4,132672
16-10-2008,352.55,407.4,342.05,400.5,329381
17-10-2008,408.4,408.4,388.3,401,200412
20-10-2008,400.1,415.5,380.3,410,245317
21-10-2008,417.9,440,402,436,231715
22-10-2008,425,434,418.85,420.25,92909
23-10-2008,402.3,415,390.15,405.3,95940
24-10-2008,398,404.7,361.15,375.4,605104
27-10-2008,375,377.9,321.5,340.25,262479
28-10-2008,379.8,379.8,358,364.05,37336
29-10-2008,374.7,378,338.15,342.65,115919
31-10-2008,357,365,349.15,357.9,227297
03-11-2008,371,373,352,355.35,435536
04-11-2008,357,357,340,347.3,426295
05-11-2008,360,368.9,352.4,354.75,364596
06-11-2008,331.25,358.5,331.25,348.3,168564
07-11-2008,348,351,337.55,341.15,210164
10-11-2008,348.95,352.9,340.55,343.25,173863
11-11-2008,345,360,341.1,346.25,291545
12-11-2008,349,349,335,339.55,189310
14-11-2008,342.2,351,320,322.85,132990
17-11-2008,327.25,336.8,316.05,329.45,261195
18-11-2008,325,327.8,317.6,324.8,79370
19-11-2008,324.2,331.85,303.2,309.8,77962
20-11-2008,303,303,285,288.15,110134
21-11-2008,290,293.9,275,285.65,117231
24-11-2008,288,290,276,280.9,198251
25-11-2008,286,289.9,272.05,275.4,105896
26-11-2008,276.2,279.7,265,268.45,87649
28-11-2008,267,267,256,257.95,69478
01-12-2008,257,275,255,265.65,139673
02-12-2008,258,262.55,253.65,259.45,113639
03-12-2008,261.1,269.95,259.25,262.55,74585
04-12-2008,262.2,272,262.2,270.3,75654
05-12-2008,272.15,281.7,265.2,269.4,68500
08-12-2008,275.05,282,263.15,265.25,70425
10-12-2008,266.55,283.9,266,279.4,387501
11-12-2008,284.45,296.45,280.3,284.25,249195
12-12-2008,280,288.9,272,282.65,93313
15-12-2008,294,301.9,286,293.2,191129
16-12-2008,293,327.9,292.9,321.05,449031
17-12-2008,327.5,346.1,302.1,307.75,686034
18-12-2008,315,319.7,305.05,314.4,202116
19-12-2008,316,327.2,311,320.55,231389
22-12-2008,322,326,310,311.7,100133
23-12-2008,308,318.8,301.1,309.65,157755
24-12-2008,305.1,318,305.1,312.8,132623
26-12-2008,313.5,316.95,303,305.45,68099
29-12-2008,310,319,302,315.75,79084
30-12-2008,325.8,335,313.1,319.7,115880
31-12-2008,323,329.7,323,325.3,131274
01-01-2009,328,336.9,325.35,333.8,136138
02-01-2009,336.5,344.7,329,331.25,169149
05-01-2009,335.3,395,333,390.4,1478252
06-01-2009,397,408.9,380.25,395.2,1340260
07-01-2009,400,406.9,347.1,352.05,626963
09-01-2009,345.65,364,318.05,338,229193
12-01-2009,343,382.3,343,369.85,839495
13-01-2009,373,374,328.6,349.75,601140
14-01-2009,365,389.5,361.35,384.75,543230
15-01-2009,380,380,361,373.1,261690
16-01-2009,375,385,367,375.45,222985
19-01-2009,379.7,379.7,360.1,362.7,147342
20-01-2009,360,382.5,352,375.05,470213
21-01-2009,370,375,353.15,356.55,162450
22-01-2009,364,371.7,354.1,369.1,155032
23-01-2009,369.1,372.9,359.1,363.9,290005
27-01-2009,370,380,368,375.7,133817
28-01-2009,381,396.7,378,394.55,213076
29-01-2009,400,402,380,381.45,120451
30-01-2009,376.5,403,376.5,386.15,569737
02-02-2009,389.9,402,383,389.6,332022
03-02-2009,392,396.9,380,380.6,129965
04-02-2009,385,388.95,367,368.55,307096
05-02-2009,372,372,363.1,367.9,200590
06-02-2009,372,379.5,370,375.2,244915
09-02-2009,375.55,387.5,375.35,385.5,177584
10-02-2009,386,403,374,376.45,339949
11-02-2009,374,378,365,371.6,122130
12-02-2009,371.2,379.7,366,367.4,191178
13-02-2009,373,378,366.55,368.3,158836
16-02-2009,372.7,372.7,356.75,358.55,151292
17-02-2009,355,357,344,345.95,91113
18-02-2009,340,346.7,333,334.15,123069
19-02-2009,334,356.7,332,352,473586
20-02-2009,348,361.5,347,351.25,370436
24-02-2009,341.55,359,341.55,346.2,243982
25-02-2009,352,354,343,345.25,230475
26-02-2009,343.8,348.8,340,345.1,215832
27-02-2009,341.25,346.6,337.3,341.65,391513
02-03-2009,333.3,339.45,307,316.35,458583
03-03-2009,301.2,316.65,301.2,306.6,126340
04-03-2009,305.15,319,291.25,314,469254
05-03-2009,303.2,319.9,300.5,310.8,195189
06-03-2009,301.5,312.25,301.5,309.8,137502
09-03-2009,305.4,313.4,295,297.9,98733
12-03-2009,302.85,304.5,294.25,297.9,146086
13-03-2009,301,314.4,301,311.7,131526
16-03-2009,313,316.4,308.1,312.2,87139
17-03-2009,313,326,308.5,310.35,226884
18-03-2009,313,332,313,326.6,290448
19-03-2009,328,334.4,311,312.65,258604
20-03-2009,306.35,321.9,306.35,314.3,146542
23-03-2009,315,325.9,315,322.15,178441
24-03-2009,325,331,313,314.3,208205
25-03-2009,315,325.95,314,324.2,121996
26-03-2009,325,332.75,317.65,321.6,166172
27-03-2009,290,326.85,290,308.15,9242138
30-03-2009,321,326.5,303.1,318.1,721088
31-03-2009,319.1,328,318.25,323.3,383009
01-04-2009,323.3,346.75,323.3,340.8,1887718
02-04-2009,349.9,355,342.25,347.25,1277486
06-04-2009,355,391.05,350.1,385.15,1576171
08-04-2009,373.4,373.4,358.6,365.65,711559
09-04-2009,374.4,388.9,370.1,378.3,929375
13-04-2009,385,389.9,375.35,380.1,287618
15-04-2009,375,408.95,368.05,399.7,1083383
16-04-2009,385.3,415.15,370.25,380.2,610744
17-04-2009,385,403,374,377,507751
20-04-2009,379,389,376,378.8,262049
21-04-2009,373,383.4,370,379.6,237316
22-04-2009,382.45,400,381.25,386.8,624545
23-04-2009,394.7,401.9,375,391.55,480133
24-04-2009,392.2,419.7,391,403.5,1213967
27-04-2009,402.65,411.9,387.5,389.7,536960
28-04-2009,392,395.3,365.55,369.5,259933
29-04-2009,375,392.1,373.5,388.75,347406
04-05-2009,392,408.9,391.35,405.3,469343
05-05-2009,402,427.8,402,410.55,634433
06-05-2009,413.8,422.1,396.2,401.35,318429
07-05-2009,401,414.5,401,411.95,280135
08-05-2009,408,428.4,406.25,413.2,514518
11-05-2009,417,423,398,403.45,310581
12-05-2009,405,412.25,391.2,408.15,480540
13-05-2009,401.3,451.6,401.3,438.6,1411669
14-05-2009,401,467,362.25,461.95,1280322
15-05-2009,464.2,485.5,464.2,471.75,966255
18-05-2009,499.9,566,499.9,523.35,12366
19-05-2009,600,600,451.25,528.75,947923
20-05-2009,537.9,570.7,527,536.5,1284823
21-05-2009,532,576.2,532,559.1,1107113
22-05-2009,559.1,567.75,540,546.3,364758
25-05-2009,551.2,615.7,550,599.8,1491325
26-05-2009,607.4,626.85,571.25,576.25,922825
27-05-2009,591.1,598,583.35,589.7,256566
28-05-2009,594.4,594.9,581.5,588.5,195573
29-05-2009,591,649,591,611.2,944627
01-06-2009,624.5,659,620.1,651.15,821523
02-06-2009,662,663.8,612.55,629,425551
03-06-2009,635,648.2,581,600.95,639042
04-06-2009,597,624,590.5,620.25,346049
05-06-2009,630,638,621,626.65,370690
08-06-2009,631.9,644.9,607,622.25,519603
09-06-2009,621.1,684.5,610,680.2,838443
10-06-2009,697.7,703,656.25,687.4,804013
11-06-2009,687.4,689.7,655,674.8,285059
12-06-2009,676,705,655.1,665.6,516520
15-06-2009,663.5,669,627,630.3,434156
16-06-2009,616,645,614,633.55,330434
17-06-2009,647,660,610,613.75,535106
18-06-2009,620,635,607,617.7,573708
19-06-2009,623.95,634.85,611.1,619.2,595097
22-06-2009,624.9,624.9,610.05,617.85,457676
23-06-2009,602.3,613.05,570.55,600.85,329643
24-06-2009,605,623,602.1,612.55,180581
25-06-2009,619.9,632,608,611.4,198685
26-06-2009,616,628.5,613.8,614.95,188377
29-06-2009,621.95,648.9,620,634.8,336765
30-06-2009,639.85,644.4,597.65,604.1,242428
01-07-2009,610,620,590,607.8,310028
02-07-2009,613.85,614.5,585.05,589.25,233388
03-07-2009,589,594.6,576.35,585.85,421790
06-07-2009,596,599.7,533.05,539.85,356627
07-07-2009,547,554.75,520,521.05,320477
08-07-2009,517.5,517.5,491.05,505.75,330707
09-07-2009,512.35,514.9,491.25,494.8,181173
10-07-2009,498.5,526.8,497.45,516.1,1052071
13-07-2009,510,515,499.7,506,189960
14-07-2009,515,539.7,510,525.1,879923
15-07-2009,531,547.8,529.1,540.15,544062
16-07-2009,550,551,525,528.9,220870
17-07-2009,535,549,534.1,543.55,295697
20-07-2009,547,559.9,546,551.75,306467
21-07-2009,550,557.45,542.05,553.3,290547
22-07-2009,556.5,570.9,550.05,555.95,312195
23-07-2009,565,567.9,554.2,557.25,183295
24-07-2009,565,566,555.55,558.45,163576
27-07-2009,562.9,564,548,559.1,159896
28-07-2009,560,578,553.55,561.05,204886
29-07-2009,560,561.1,538.05,545.85,150829
30-07-2009,545,570,542.1,557.05,399389
31-07-2009,574.4,614.7,561.35,601.35,1735156
03-08-2009,599.4,624,592,600.75,950404
04-08-2009,604,618,595.3,600.4,587494
05-08-2009,601,607.7,593.2,597.25,340152
06-08-2009,599.9,599.9,568,571.3,211844
07-08-2009,568,575,535.5,540.35,449286
10-08-2009,552,568,541.15,561.45,406507
11-08-2009,562,569,544,547.55,218133
12-08-2009,549.9,552,538.5,544.55,175300
13-08-2009,550,562,547,553.65,266420
14-08-2009,558,567,546.9,552.4,301202
17-08-2009,541.65,548,540,541.95,258963
18-08-2009,540,544,527,535.3,217178
19-08-2009,538.5,556.8,528,530.15,438762
20-08-2009,536,543,530,530.25,148961
21-08-2009,530,533.2,522,528.8,278046
24-08-2009,532.85,545,530.5,537.75,241532
25-08-2009,537.05,552.7,535.15,542.45,240065
26-08-2009,543.8,564,543.8,552.95,289982
27-08-2009,554.9,598.95,552.95,584.7,1276811
28-08-2009,588.4,589,563,569.2,530521
31-08-2009,565.5,586.2,555.1,557.5,468321
01-09-2009,563.85,568.7,532.1,535.55,433543
02-09-2009,535.55,543,523.25,526.05,342940
03-09-2009,534.4,551.9,533.1,546.15,339137
04-09-2009,548.8,554,537.6,550.2,181403
07-09-2009,555,572,551,567.95,335380
08-09-2009,569.95,573.9,541.1,544.55,447786
09-09-2009,553,553.9,535.4,540.15,280830
10-09-2009,548,552,537.8,540.35,214034
11-09-2009,542,545,531.2,534,176708
14-09-2009,538,539.85,525,535.2,154624
15-09-2009,537,549.8,536.05,547.25,177236
16-09-2009,550.25,554,535,539.95,348370
17-09-2009,541,547.9,532,534.95,193381
18-09-2009,534,545.35,533.15,535.25,282188
22-09-2009,539.75,557.05,533,542.65,535942
23-09-2009,539.1,549.7,535,537.5,231364
24-09-2009,534.9,538,527.9,531.7,201906
25-09-2009,526,545.7,525,528.45,352597
29-09-2009,528,534.8,524.2,526,228477
30-09-2009,526,533.95,516.25,519.85,543102
01-10-2009,521.8,533,521.2,525.55,220188
05-10-2009,526.9,531.9,514.05,514.8,328670
06-10-2009,525,525,500,510.95,332622
07-10-2009,514.95,519,508,510.5,266351
08-10-2009,514.2,531,507.9,525.2,701424
09-10-2009,527,545,527,538.1,933362
12-10-2009,541.65,547.1,534.2,537.7,267755
14-10-2009,540,556.1,538,551.85,662526
15-10-2009,559.8,563.45,552,555.7,566967
16-10-2009,559.8,564,547.45,555.05,340086
17-10-2009,559.8,559.8,547.15,549.4,65966
20-10-2009,552,554.9,540.65,547.35,321798
21-10-2009,546.35,554,537.5,540.5,191890
22-10-2009,538,539.1,521.2,525.15,170998
23-10-2009,534.9,534.9,518,519.65,162478
26-10-2009,523.95,530,512,526.6,220249
27-10-2009,522,531,506,508.45,286786
28-10-2009,502,518.9,502,514.3,112298
29-10-2009,507.9,516.6,505,508.15,129761
30-10-2009,513,528.95,467.15,500.15,1348166
03-11-2009,500,500,474,481.4,383653
04-11-2009,494.5,494.9,482.2,491.7,243499
05-11-2009,490.9,534.5,488.25,529.15,786569
06-11-2009,534.35,534.7,521.2,525.35,185640
09-11-2009,528.7,548.5,522.85,535.5,399936
10-11-2009,540,542.8,516.9,518.95,144560
11-11-2009,520,532.85,520,528.95,163457
12-11-2009,528,552,528,541.8,404500
13-11-2009,544.25,548.9,535.35,542.85,193032
16-11-2009,545,554.65,539,545.2,317053
17-11-2009,569.7,569.7,528.1,530,100131
18-11-2009,529,546.85,527.25,534.3,213402
19-11-2009,534.3,544,533.35,539.15,130250
20-11-2009,535,544.8,531,535.35,197919
23-11-2009,540,554.2,540,551.6,246190
24-11-2009,554,555,544,548.7,245743
25-11-2009,550,561,540,547.8,280744
26-11-2009,550,553,544,547.15,128141
27-11-2009,540.4,542.8,526,531.05,167129
30-11-2009,535,545,535,542.85,144163
01-12-2009,541,559,537,556.8,213170
02-12-2009,559,574,556.1,569.45,508864
03-12-2009,573,577.4,567.05,572.65,217033
04-12-2009,571.4,584.8,565.1,567.05,178856
07-12-2009,569.95,577,555,556.6,91335
08-12-2009,559.6,575.8,553.3,573.75,269111
09-12-2009,567.5,583,557.15,559.95,181413
10-12-2009,560.1,569,560,563.25,84642
11-12-2009,565,573.9,558.2,568.55,137071
14-12-2009,564.1,575,554,566.05,86111
15-12-2009,566.05,571.8,555.95,558.75,85120
16-12-2009,560,562.7,548.5,552.5,58296
17-12-2009,553,555.5,544.1,548.65,121921
18-12-2009,549.2,550,541,543.05,261058
21-12-2009,541,563.25,539.15,544.5,216146
22-12-2009,547.65,557.85,538,540,88155
23-12-2009,540,548.2,538.5,543.15,203992
24-12-2009,547.45,561,543.2,556.95,120690
29-12-2009,560,563.9,547,551.95,140931
30-12-2009,557,559.4,548,549.95,116855
31-12-2009,540.4,564.5,540.4,553.45,145907
04-01-2010,555,562.8,553.5,556.75,215808
05-01-2010,559.8,583.5,559,575.95,422500
06-01-2010,579,610,565.35,604.5,1152290
07-01-2010,607.45,616.05,595,597.35,634852
08-01-2010,597,608.5,593.2,596.65,244112
11-01-2010,603,634.9,598,616.95,1102406
12-01-2010,622,642,616.35,626.2,873234
13-01-2010,615.25,654.85,525,649.85,895058
14-01-2010,657.4,662.75,636.25,639.2,604166
15-01-2010,643,652,635.35,649.05,479239
18-01-2010,641.55,658,641.55,649.05,406312
19-01-2010,652,653.8,630,632.3,153982
20-01-2010,635.4,645,620.6,623.65,168696
21-01-2010,621.5,644.9,613,623.4,342411
22-01-2010,611.1,622,588,615.4,438871
25-01-2010,619,620,598.5,601.35,130532
27-01-2010,601.8,613.7,580.1,585.35,199848
28-01-2010,595.15,602.5,575,586.2,162265
29-01-2010,581,604.05,575,595.2,440603
01-02-2010,595,617.2,590.1,614,128518
02-02-2010,622,632,615.2,625.2,375549
03-02-2010,632,654.8,625,652.25,452862
04-02-2010,645.25,657.75,635.55,646.7,392174
05-02-2010,615.55,644.9,612.5,635.15,502760
06-02-2010,640,648.8,635,645.95,38360
08-02-2010,650,652.95,639,649.1,178540
09-02-2010,649,649,636,639.95,135324
10-02-2010,639,648.1,637.5,640.3,139576
11-02-2010,642,644.8,635,639.95,123120
15-02-2010,629,652,629,637.4,185199
16-02-2010,641.4,641.4,633.5,635.2,95980
17-02-2010,656,696.75,641.5,682.1,1137102
18-02-2010,650,689,650,668.15,1428396
19-02-2010,664,679.9,650.5,655.3,611707
22-02-2010,659.9,666.7,643.4,648.05,386346
23-02-2010,643,656.2,643,649.05,444056
24-02-2010,646,655.5,636,639.7,259079
25-02-2010,642.15,672.7,642.15,667.75,1260694
26-02-2010,670,681,661.1,673.85,418322
02-03-2010,670,692.9,663.5,687.6,401944
03-03-2010,688,723.85,674,714.6,1279290
04-03-2010,714,721.65,707.5,714.95,317050
05-03-2010,719.7,737,712.1,716.9,417715
08-03-2010,713.9,736.5,713.9,733.5,599655
09-03-2010,733.5,736,712,715.4,577596
10-03-2010,716,718.65,698,710.05,491329
11-03-2010,709.8,713.9,686.5,693,643002
12-03-2010,697.3,706.5,682.3,699.3,917420
15-03-2010,700,709.5,697,701.55,738346
16-03-2010,714,728,690,720.45,862724
17-03-2010,723.4,726.7,711.65,715.5,578856
18-03-2010,690.1,724.9,690.1,712.85,320499
19-03-2010,712.05,730,710.1,728.7,634621
22-03-2010,724,741.8,714,726.95,684165
23-03-2010,730.25,736,720.1,726.4,627559
25-03-2010,727,739.8,723.75,736.7,926235
26-03-2010,735.7,748.8,730.1,741,902128
29-03-2010,748.1,787,738.5,774.7,685513
30-03-2010,779.9,799.8,766.15,786.6,1045754
31-03-2010,789,799,785,789.6,452560
01-04-2010,784.6,806,736,751.45,12520898
05-04-2010,760,764.7,745,750.95,613727
06-04-2010,756,756.15,739.15,741.1,555840
07-04-2010,749.3,749.3,738.1,742.45,405001
08-04-2010,736.4,753.4,735,741.5,563756
09-04-2010,745,751,740.75,742.7,344727
12-04-2010,745,749.9,735.4,747.4,288672
13-04-2010,753.7,765,745.25,758.25,553271
15-04-2010,761.6,768.9,746.5,748.8,516509
16-04-2010,750.1,751.5,742,749.15,259998
19-04-2010,740,747.35,733.2,745.25,331646
20-04-2010,740,758.9,740,756.1,336566
21-04-2010,758,777,742.5,773.9,729094
22-04-2010,777,786.5,771,782.9,661008
23-04-2010,786,786.25,773.55,784.35,454600
26-04-2010,789.4,789.4,759.3,762.95,352341
27-04-2010,765,765,752.25,755.85,430282
28-04-2010,749,752,741.5,744.95,452377
29-04-2010,737.3,749.95,736.9,741.15,622891
30-04-2010,742.2,749.9,734.35,739,563362
03-05-2010,739.25,739.25,725.15,728.9,327021
04-05-2010,735,735,708.1,711.8,205661
05-05-2010,702,712.45,685,695.7,245907
06-05-2010,700,700,678.15,682.6,173926
07-05-2010,681.1,681.1,645,652.3,444363
10-05-2010,655.05,699.7,655.05,692.55,406924
11-05-2010,693.1,716.9,688.1,702.3,411578
12-05-2010,705,728,693.3,723.35,421541
13-05-2010,726.9,759.9,726.5,744.2,821046
14-05-2010,740.1,751.65,707.3,712.05,604083
17-05-2010,714,727.8,697.05,701.45,609404
18-05-2010,690,710,676.4,683,575441
19-05-2010,674,675.9,650,654.2,296996
20-05-2010,660,669.9,645,649.25,159755
21-05-2010,639.9,675.35,625.2,671.05,385689
24-05-2010,677,690.4,670,677,169682
25-05-2010,677,677,634.55,643.25,361246
26-05-2010,650,677,649.1,673.25,215555
27-05-2010,676,679.95,664.3,669.8,305830
28-05-2010,677.95,685,670,672.1,85679
31-05-2010,672,698.85,665.5,696.45,331410
01-06-2010,697,697,668.1,676.75,224773
02-06-2010,684.6,685,658.65,665.45,155706
03-06-2010,679,690,671,686.2,211803
04-06-2010,688,699.7,681.15,689.7,153382
07-06-2010,675,675,650,661.45,189506
08-06-2010,665,674,658.25,663.05,95926
09-06-2010,663.05,673.5,652,667,87325
10-06-2010,663.45,683.95,663.45,682.1,154184
11-06-2010,685.15,691.8,678.5,683.45,79265
14-06-2010,685,697,679.25,690.8,104081
15-06-2010,695,705.8,679.1,702.8,159837
16-06-2010,705,719.8,702.8,708.35,188935
17-06-2010,708,716,708,714.4,126002
18-06-2010,715,721.85,712.25,714.35,106743
21-06-2010,716.5,721.9,715.55,717.95,122797
22-06-2010,717.95,728.8,713,716.1,284671
23-06-2010,707,726.5,707,724,135599
24-06-2010,725.15,727.6,705.1,709.75,190666
25-06-2010,705,713.5,696,699.15,88433
28-06-2010,697.3,719.7,697.3,715.5,106457
29-06-2010,721.9,724.9,715.15,721.3,156774
30-06-2010,685.3,741.5,685.3,738.5,345435
01-07-2010,738,740,725,729.65,217128
02-07-2010,730,734.7,711,714.95,87343
05-07-2010,712,736.85,710,733.05,170574
06-07-2010,728,734.5,716.2,720.65,115820
07-07-2010,721,734,721,725.9,112156
08-07-2010,733.9,734.7,714.2,723.55,130139
09-07-2010,723.6,734.75,719,724.05,124232
12-07-2010,732,748.9,725,742.2,319944
13-07-2010,749.4,761.95,746.1,758.8,527611
14-07-2010,761.05,764.9,744.2,749.6,379798
15-07-2010,721.4,755.55,719,746.75,119522
16-07-2010,750,759.75,750,754.8,1893211
19-07-2010,750,765.85,742,747.15,201510
20-07-2010,749,757.7,727.65,732.1,198096
21-07-2010,738,741,729.45,730.7,205337
22-07-2010,730,735.7,717.2,725.55,326834
23-07-2010,726.5,734.85,723.25,725.9,141113
26-07-2010,727.6,732,721,726.6,147184
27-07-2010,730,732,721.5,725.4,61078
28-07-2010,731,731,720.5,724.55,60024
29-07-2010,719,727,718,721.25,117118
30-07-2010,727.2,738.6,718.6,724.15,141594
02-08-2010,734,744,726.65,738.3,260400
03-08-2010,746.15,751.5,742,743.8,161532
04-08-2010,748.9,764,747,754.35,518094
05-08-2010,755,780,754.35,773.1,706427
06-08-2010,775,789.7,773,784.95,386234
09-08-2010,790,797.35,785,791.5,320200
10-08-2010,790.3,824.15,790.3,816.9,624925
11-08-2010,818,822,792,797.7,284141
12-08-2010,790.5,806.2,776,798.25,325918
13-08-2010,798,829.9,791.2,797.85,584680
16-08-2010,806,806.7,785,793.65,175729
17-08-2010,797,802,785.2,790.5,1017601
18-08-2010,791,794.7,784.25,788.1,239418
19-08-2010,794.25,811,786,799.15,404836
20-08-2010,801.9,805,796.1,801.85,615051
23-08-2010,802,829,802,815,310818
24-08-2010,817,825,797.1,798.7,361308
25-08-2010,797.8,806,787.95,795.65,232114
26-08-2010,800,803,792.05,793.95,460637
27-08-2010,797,799.7,758.55,768.4,289404
30-08-2010,779.8,810,760.1,765.2,209630
31-08-2010,760,771.9,752.2,768.65,247279
01-09-2010,770,783.2,770,776.7,131457
02-09-2010,780,788.1,758.7,762.95,300951
03-09-2010,764.2,772,762.35,765.05,113521
06-09-2010,768.1,794,768.1,788.8,167103
07-09-2010,790,795.55,775,777.2,161097
08-09-2010,780.05,794,774.35,790.35,132457
09-09-2010,784.9,800,784.9,790,232728
13-09-2010,800,803.9,784,800.7,214498
14-09-2010,805,819,802.05,805.55,259749
15-09-2010,803,817,803,810.95,438376
16-09-2010,808.55,813.9,782,787.65,104531
17-09-2010,792,834.4,792,825.15,404593
20-09-2010,828,857.4,828,848.1,434239
21-09-2010,849,856.5,835,843.4,364314
22-09-2010,846.6,850.1,831,837,205878
23-09-2010,170.55,170.55,163.25,165.6,854754
24-09-2010,166.7,166.9,158.9,162.85,1196835
27-09-2010,164,168.5,163.65,166.9,1081969
28-09-2010,167.9,172.45,165.65,170.8,1476778
29-09-2010,172,173.3,167.55,168.3,1227360
30-09-2010,170,170,162.25,167.65,1931069
01-10-2010,167.7,170,165.6,167.05,727077
04-10-2010,167.6,170.2,166.35,166.9,685065
05-10-2010,167.4,171.6,164.95,170.1,1470053
06-10-2010,172.25,181.55,171.25,179.9,3351355
07-10-2010,182.9,185.25,180,181.05,1625703
08-10-2010,183.05,184.5,180.4,181.5,882766
11-10-2010,182,183.6,179.5,180.5,472843
12-10-2010,180.5,181.65,175,176.35,572523
13-10-2010,176.35,178,171.6,171.95,2001885
14-10-2010,173.1,174.35,166.05,166.9,2352455
15-10-2010,167.25,169.8,160.6,161.9,2388253
18-10-2010,163.4,163.4,157,158.95,1210587
19-10-2010,161.8,167.9,159.55,165.55,2076053
20-10-2010,165.55,166.95,164,164.75,842389
21-10-2010,165.9,174.7,165.1,174,2298066
22-10-2010,175.05,175.7,169.55,171.2,530558
25-10-2010,172.2,173.9,163.8,164.3,1394953
26-10-2010,165,166.5,163,163.85,1164317
